chr1	169051	0.008
chr1	173755	0.01
chr1	784372	0.013
chr1	853393	0.048
chr1	856451	0.002
chr1	870088	0.222
chr1	876748	0.002
chr1	919337	0.002
chr1	2550994	0.014
chr1	2556979	0.003
chr1	3061593	0.001
chr1	3068224	0.96
chr1	3948865	0
chr1	4012233	0.021
chr1	4423996	0.196
chr1	4583341	0.037
chr1	4583899	0.026
chr1	4593054	0.002
chr1	4593702	0.004
chr1	4980483	0.001
chr1	5090735	0
chr1	5306944	0.022
chr1	6238223	0.147
chr1	8001917	0.013
chr1	8003990	0.823
chr1	8215081	0.005
chr1	8434572	0.113
chr1	11149272	0.856
chr1	12092002	0.059
chr1	14350871	0
chr1	15152293	0.032
chr1	15153173	0.004
chr1	15736863	0.998
chr1	16852999	0.013
chr1	17721682	0.003
chr1	17722045	0.003
chr1	18179054	0.522
chr1	20428920	0.007
chr1	22156978	0.599
chr1	23640391	0.022
chr1	24086752	0.056
chr1	24321668	0.908
chr1	24717237	0.001
chr1	29789439	0.009
chr1	30037500	0.013
chr1	30726245	0.011
chr1	33884572	0.046
chr1	33885088	0.004
chr1	33893509	0.623
chr1	38140488	0.001
chr1	38214719	0.081
chr1	38476389	0.869
chr1	38874154	0.038
chr1	39573083	0.021
chr1	39817251	0
chr1	40449822	0.003
chr1	42051094	0.001
chr1	42846259	0.021
chr1	42961252	0.012
chr1	42961726	0
chr1	43707061	0.002
chr1	43974445	0.001
chr1	44039909	0.016
chr1	44046049	0.225
chr1	44061134	0.91
chr1	44076093	0.933
chr1	44076752	0.181
chr1	44103068	0.002
chr1	44103320	0.005
chr1	44106484	0.59
chr1	44115361	0.01
chr1	46451015	0.012
chr1	48066600	0.057
chr1	48091622	0.073
chr1	48206812	0.705
chr1	49269071	0.439
chr1	50280087	0.054
chr1	50321019	0.037
chr1	50471063	0.189
chr1	53245846	0.538
chr1	53307345	0.122
chr1	54883186	0.006
chr1	54979842	0.031
chr1	55731182	0.169
chr1	55868100	0.035
chr1	55879395	0.001
chr1	55949835	0.001
chr1	56059474	0.002
chr1	56070302	0.148
chr1	56172558	0.001
chr1	56285390	0.001
chr1	56375205	0.002
chr1	56996637	0.002
chr1	57862458	0.014
chr1	57867386	0.037
chr1	57880488	0.039
chr1	58080013	0.001
chr1	58769100	0
chr1	59088017	0.094
chr1	59103514	0.039
chr1	59132349	0.008
chr1	60149239	0.01
chr1	60600129	0.003
chr1	60622499	0.006
chr1	60640274	0.058
chr1	60970550	0.052
chr1	63017944	0.011
chr1	63315951	0.011
chr1	63317060	0.275
chr1	63322318	0.024
chr1	64171211	0.628
chr1	64991300	0.673
chr1	65002331	0.001
chr1	65002411	0.002
chr1	67532108	0.007
chr1	68026576	0.072
chr1	68201971	0.002
chr1	68942583	0.001
chr1	69023129	0.092
chr1	69085182	0.12
chr1	69184788	0.002
chr1	69218834	0.162
chr1	69249217	0.01
chr1	69563609	0.013
chr1	70367619	0.616
chr1	71202350	0.007
chr1	71251664	0.03
chr1	71267907	0.323
chr1	71402498	0.003
chr1	71407623	0.879
chr1	71468286	0.014
chr1	71472584	0
chr1	71486400	0.21
chr1	71489710	0.752
chr1	72618069	0.035
chr1	72668897	0.003
chr1	72791067	0.034
chr1	72854157	0.026
chr1	72898769	0.25
chr1	72899031	0.117
chr1	74378698	0.007
chr1	76019136	0.533
chr1	77078342	0.016
chr1	78293593	0.011
chr1	81557666	0.054
chr1	82555151	0.006
chr1	83096867	0.001
chr1	83166706	0.241
chr1	83479655	0.014
chr1	85345569	0.003
chr1	85398459	0.137
chr1	86318658	0
chr1	86694306	0.015
chr1	87261210	0.001
chr1	87371571	0.01
chr1	87905442	0.997
chr1	88228098	0.027
chr1	88270892	0.001
chr1	88540574	0.104
chr1	88684866	0.016
chr1	88685166	0
chr1	89525159	0.284
chr1	89632659	0.455
chr1	89676233	0.018
chr1	90283808	0.65
chr1	90848991	0.416
chr1	93337379	0
chr1	94334514	0.891
chr1	94410470	0.061
chr1	94962927	0.079
chr1	94962981	0.995
chr1	95380634	0.029
chr1	95477341	0.012
chr1	96022535	0.001
chr1	97322709	0.003
chr1	99206101	0
chr1	99209973	0.067
chr1	99242819	0.008
chr1	99492853	0.001
chr1	101080391	0.194
chr1	101377260	0.131
chr1	101389672	0.069
chr1	101784284	0.037
chr1	101787113	0.669
chr1	102365015	0.118
chr1	102389496	0.007
chr1	103525398	0.001
chr1	105032078	0.071
chr1	105618777	0.025
chr1	105618861	0.009
chr1	106027808	0.144
chr1	106041834	0.002
chr1	106048221	0.001
chr1	106082967	0.003
chr1	106850753	0.022
chr1	108074395	0.001
chr1	109871370	0.001
chr1	110109607	0.001
chr1	110338999	0.137
chr1	110474710	0.035
chr1	110488525	0.058
chr1	112828479	0.474
chr1	112849682	0
chr1	112968037	0.003
chr1	113046788	0.017
chr1	113823160	0.002
chr1	113869864	0.013
chr1	113899874	0.013
chr1	113928705	0.001
chr1	115283552	0.016
chr1	115931317	0.639
chr1	116418461	0.006
chr1	116421149	0.111
chr1	116478054	0.051
chr1	116706459	0.019
chr1	117059375	0.002
chr1	119150795	0.921
chr1	119178646	0.212
chr1	119181980	0.115
chr1	119275190	0.207
chr1	119327809	0.002
chr1	121460021	0.067
chr1	144917867	0.984
chr1	146061497	0.012
chr1	147209624	0.008
chr1	147252625	0.999
chr1	147295433	0.984
chr1	148025779	0.001
chr1	148176300	0.006
chr1	148216939	0.887
chr1	148246631	0.008
chr1	148519475	0.088
chr1	150067485	0.001
chr1	150557695	0.165
chr1	152336422	0.023
chr1	152341089	0.297
chr1	152363989	0.016
chr1	152404432	0.001
chr1	153634216	0.838
chr1	153634245	0.995
chr1	155200174	0.019
chr1	155205037	0.005
chr1	155324080	0.001
chr1	156032829	0.838
chr1	159468844	0.094
chr1	159854759	0.437
chr1	159861081	0.001
chr1	159978602	0.039
chr1	159982939	0.021
chr1	160079586	0
chr1	160208846	0.009
chr1	160686611	0.001
chr1	160948653	0.065
chr1	161470472	0.375
chr1	163210795	0.002
chr1	164774431	0.006
chr1	165539437	0.014
chr1	168422592	0.166
chr1	168495590	0.009
chr1	169103148	0.024
chr1	170241388	0.69
chr1	170284141	0.002
chr1	170517596	0.104
chr1	170530043	0.01
chr1	170531886	0.413
chr1	172144656	0.268
chr1	173063875	0.141
chr1	174954159	0.051
chr1	175335291	0.639
chr1	176417874	0.119
chr1	177366171	0.459
chr1	177709791	0
chr1	177744711	0.035
chr1	178022442	0.006
chr1	180565253	0.007
chr1	182203887	0.002
chr1	182293258	0.088
chr1	182310163	0.018
chr1	182414688	0.084
chr1	183470722	0.021
chr1	183471685	0.004
chr1	184663419	0.127
chr1	184669134	0.107
chr1	185628409	0
chr1	186470273	0.803
chr1	186519778	0.006
chr1	187330341	0.008
chr1	187477022	0.005
chr1	187480292	0.499
chr1	187484425	0.032
chr1	187685703	0.263
chr1	187685706	0.031
chr1	188143899	0.038
chr1	188536135	0.003
chr1	190799803	0.002
chr1	192009841	0.005
chr1	192628889	0.003
chr1	192925614	0.003
chr1	192954992	0.806
chr1	193355764	0.043
chr1	193461574	0.006
chr1	194197525	0.006
chr1	195763251	0.01
chr1	196065104	0.01
chr1	197447431	0.001
chr1	198984671	0.174
chr1	200373649	0.088
chr1	200374017	0.004
chr1	200374369	0.63
chr1	200473911	0.314
chr1	200477970	0.033
chr1	201036290	0.007
chr1	201382254	0.126
chr1	201385703	0.939
chr1	203152552	0.082
chr1	204041094	0.828
chr1	205385235	0.839
chr1	205894170	0.234
chr1	205894469	0.346
chr1	207308469	0.008
chr1	207869030	0.056
chr1	207878882	0.095
chr1	207915590	0.002
chr1	207965630	0.249
chr1	208736080	0.365
chr1	209176689	0.136
chr1	209265463	0.001
chr1	209567538	0.012
chr1	211398038	0.207
chr1	211432321	0.331
chr1	211435357	0.909
chr1	211686472	0.839
chr1	211839661	0.74
chr1	211846049	0.018
chr1	211853564	0.002
chr1	212234505	0.001
chr1	212237569	0.058
chr1	214187115	0.985
chr1	217919586	0.019
chr1	218048817	0.002
chr1	218918273	0.052
chr1	219173472	0.008
chr1	219432905	0.014
chr1	219458860	0.003
chr1	221918594	0.008
chr1	221978362	0.154
chr1	222486059	0.009
chr1	222489591	0
chr1	222773072	0.067
chr1	223103125	0.748
chr1	224616077	0.683
chr1	224881281	0.102
chr1	226089492	0.127
chr1	226090227	0.993
chr1	228212523	0.998
chr1	228213424	0.024
chr1	228368198	0.003
chr1	229038026	0.015
chr1	229094783	0.014
chr1	229184052	0.016
chr1	229242817	0.005
chr1	230271672	0.024
chr1	230878794	0.266
chr1	231944925	0.134
chr1	232742369	0.045
chr1	233543446	0.093
chr1	234660136	0
chr1	234682694	0.078
chr1	234719575	0.045
chr1	234962961	0
chr1	234963769	0.89
chr1	237926751	0.081
chr1	238535688	0.002
chr1	242209094	0.016
chr1	244046894	0.279
chr1	244092992	0.013
chr1	244409487	0.913
chr1	246792059	0.001
chr1	247108374	0.145
chr1	247241779	0.205
chr2	200166	0.001
chr2	209487	0.012
chr2	308974	0.001
chr2	559111	0.002
chr2	560080	0.02
chr2	578004	0.068
chr2	868120	0.075
chr2	905222	0
chr2	1580203	0.011
chr2	1801236	0.002
chr2	1811323	0.102
chr2	4656168	0.031
chr2	5690977	0.001
chr2	5969332	0.253
chr2	5980422	0.001
chr2	5982967	0.017
chr2	5995643	0.003
chr2	6341734	0.003
chr2	6633671	0.005
chr2	6635578	0.025
chr2	6635946	0.122
chr2	6638719	0.002
chr2	6650108	0.022
chr2	6770081	0.003
chr2	6840293	0.074
chr2	6918287	0.001
chr2	6918404	0.001
chr2	7077373	0.002
chr2	7429698	0.061
chr2	7445882	0.005
chr2	7449886	0.113
chr2	7979262	0.006
chr2	8118209	0.003
chr2	8324544	0.007
chr2	8488004	0.064
chr2	8545150	0.942
chr2	8583719	0.991
chr2	8675746	0.006
chr2	8677980	0.169
chr2	8678761	0.053
chr2	9675871	0.001
chr2	9708103	0.004
chr2	10301580	0.238
chr2	10455425	0.01
chr2	10604691	0.11
chr2	10720940	0.013
chr2	11132000	0.002
chr2	11132017	0.012
chr2	11865852	0.001
chr2	12131474	0.392
chr2	12605095	0.161
chr2	12702099	0
chr2	13003826	0
chr2	13006873	0.06
chr2	13329837	0.013
chr2	14400845	0.002
chr2	14991294	0.011
chr2	15573771	0.009
chr2	15940976	0.139
chr2	15941534	0.003
chr2	16085291	0.034
chr2	16250526	0
chr2	16302062	0.001
chr2	16555249	0.003
chr2	19346646	0.039
chr2	19488370	0.023
chr2	19505362	0.665
chr2	19519512	0.615
chr2	19872395	0.283
chr2	19875805	0.014
chr2	19881569	0.322
chr2	21263695	0.027
chr2	21561295	0.102
chr2	21710597	0.001
chr2	22531038	0.002
chr2	22537007	0.192
chr2	22538082	0.001
chr2	23090749	0
chr2	23198811	0.983
chr2	23331989	0.001
chr2	23381223	0.321
chr2	23685294	0.997
chr2	24411094	0.104
chr2	25035275	0.02
chr2	27014503	0.001
chr2	27635142	0.996
chr2	28736029	0.518
chr2	28748822	0.003
chr2	28750118	0.048
chr2	28751298	0.219
chr2	29352019	0.002
chr2	30897230	0.002
chr2	31803960	0.045
chr2	32841015	0.001
chr2	32842041	0.001
chr2	32902065	0.016
chr2	32925355	0.001
chr2	32937030	0
chr2	32945229	0.063
chr2	33953390	0.008
chr2	34061021	0.007
chr2	34220354	0.527
chr2	34602193	0.992
chr2	34822506	0.005
chr2	37646678	0.067
chr2	37875745	0.002
chr2	37876113	0.046
chr2	37976329	0.015
chr2	38036152	0.001
chr2	38066895	0.15
chr2	38456321	0.108
chr2	38496277	0.143
chr2	38515449	0.239
chr2	38671356	0.174
chr2	39599368	0.584
chr2	39603314	0.18
chr2	40677588	0.627
chr2	41953729	0
chr2	43102037	0.912
chr2	44966420	0.028
chr2	45209415	0.815
chr2	45322973	0.021
chr2	46484246	0.676
chr2	46822103	0.008
chr2	47344903	1
chr2	48240930	0.021
chr2	48314116	0.002
chr2	49417647	0.072
chr2	49426534	0.285
chr2	52406980	0.004
chr2	52500546	0.005
chr2	52934407	0.035
chr2	54540601	0.153
chr2	54801437	0.093
chr2	56181129	0.017
chr2	56185700	0.036
chr2	57315466	0.004
chr2	57380055	0.021
chr2	58296400	0.02
chr2	58695636	0.013
chr2	58695981	0.002
chr2	58929100	0.887
chr2	58930638	0.352
chr2	59060781	0.046
chr2	59277534	0.731
chr2	59442095	0.043
chr2	59733220	0.002
chr2	60070236	0.764
chr2	60076471	0.018
chr2	60100093	0.035
chr2	60340168	0
chr2	60382946	0.001
chr2	60439566	1
chr2	61164356	0.168
chr2	61482629	0.019
chr2	61483908	0.072
chr2	62146810	0.462
chr2	62662610	0.443
chr2	63048391	0.972
chr2	64203292	0.719
chr2	64229499	0.006
chr2	64252422	0.622
chr2	64615256	0.248
chr2	64863416	0.11
chr2	64904993	0.307
chr2	65047956	0.007
chr2	65055917	0.027
chr2	65380628	0.031
chr2	65456021	0.01
chr2	65456307	0.851
chr2	65551254	0.002
chr2	65691784	0.999
chr2	65754751	0.002
chr2	65770015	0.006
chr2	66072506	0.004
chr2	66084512	0.009
chr2	66133837	0.017
chr2	66134740	0.001
chr2	66433293	0.002
chr2	66695205	0.014
chr2	66715397	0.366
chr2	66729941	0.53
chr2	66946780	0.047
chr2	66971278	0.042
chr2	67215230	0.001
chr2	67257915	0.013
chr2	67295870	0.979
chr2	67397922	0.39
chr2	67570738	0.415
chr2	67573799	0.129
chr2	67620261	0.003
chr2	68836413	0.012
chr2	70015840	0.023
chr2	70032135	0.012
chr2	70051205	0.809
chr2	70083540	0.026
chr2	70085549	0.99
chr2	70085818	0.001
chr2	70086126	0.003
chr2	70086254	0.994
chr2	70087075	0.732
chr2	70422405	0.112
chr2	70889823	0.058
chr2	71064685	0.002
chr2	73385622	0.824
chr2	74778466	0.001
chr2	76206695	0.002
chr2	76252755	0.012
chr2	76397435	0.123
chr2	78127501	0.017
chr2	78290390	0.268
chr2	78930779	0.702
chr2	79292019	0.004
chr2	79513516	0.964
chr2	80870047	0.001
chr2	81466576	0.212
chr2	82005564	0.002
chr2	82491577	0.01
chr2	84966315	0.7
chr2	85425310	0
chr2	85426164	0.323
chr2	87583260	0.003
chr2	87606595	0.116
chr2	87629049	0
chr2	87766781	0.46
chr2	95814673	0.057
chr2	95816726	0.174
chr2	97291542	0.403
chr2	98333925	0.003
chr2	98355817	0.035
chr2	98771991	0.002
chr2	98775183	0.002
chr2	100976718	0.003
chr2	101567816	0.019
chr2	102057399	0.671
chr2	102984358	0.007
chr2	103176198	0.016
chr2	104147160	0.375
chr2	104510335	0.008
chr2	104512045	0.058
chr2	104520198	0.02
chr2	104665732	0.005
chr2	104666674	0.987
chr2	104925957	0.025
chr2	105330100	0.001
chr2	105377720	0.004
chr2	105962332	0.095
chr2	107365482	0.003
chr2	107405989	0.013
chr2	107407147	0.122
chr2	107555135	0.008
chr2	107746548	0.003
chr2	107748117	0.143
chr2	107812080	0.008
chr2	107822054	0
chr2	108217697	0.02
chr2	109984106	0.67
chr2	109994403	0.17
chr2	110433438	0.625
chr2	111494887	0.998
chr2	111495079	0.997
chr2	111523174	0.013
chr2	111630903	0.022
chr2	111698968	0.001
chr2	112644900	0.036
chr2	112645432	0.984
chr2	113239091	0.003
chr2	113241203	0.035
chr2	113263280	0.008
chr2	113273059	0.522
chr2	113672871	0.016
chr2	115098930	0.028
chr2	115136317	0
chr2	115161106	0.365
chr2	117999825	0.324
chr2	118012496	0.001
chr2	118054697	0.221
chr2	118186233	0.267
chr2	119270676	0.004
chr2	121650470	0.01
chr2	121796243	0.441
chr2	121809631	0.003
chr2	127033677	0.066
chr2	127362129	0.217
chr2	127374229	0.005
chr2	127505583	0.997
chr2	129273609	0.011
chr2	129877450	0.005
chr2	129944654	0.038
chr2	130049818	0.026
chr2	130691537	0.183
chr2	131407847	0.018
chr2	131409675	0.001
chr2	131696871	0.542
chr2	131766621	0.2
chr2	132816484	0.202
chr2	133284697	0.007
chr2	138501321	0.001
chr2	139364455	0.015
chr2	139378912	0.047
chr2	140131644	0.269
chr2	143172153	0.115
chr2	143480732	0.475
chr2	143571800	0.017
chr2	143597939	0.002
chr2	144450159	0.882
chr2	144520756	0.867
chr2	145331808	0.001
chr2	145587990	0.135
chr2	146846631	0.001
chr2	146877924	0.875
chr2	146877927	0.767
chr2	149184310	0.002
chr2	149594227	0.247
chr2	149859045	0.003
chr2	149956495	0.017
chr2	150043866	0.027
chr2	150355430	0.089
chr2	150635188	0.005
chr2	151003092	0.521
chr2	151186122	0.001
chr2	152224812	0.012
chr2	153201699	0.002
chr2	153357258	0.932
chr2	154457368	0.008
chr2	155556784	0.161
chr2	155659965	0.003
chr2	156254780	0.042
chr2	156694013	0.059
chr2	157049528	0.117
chr2	158235732	0.996
chr2	159404395	0.745
chr2	161250998	0.972
chr2	161254587	0.238
chr2	161265517	0.003
chr2	161308147	0.001
chr2	162169459	0.013
chr2	162795398	0.002
chr2	163913370	0.021
chr2	164959057	0.001
chr2	164959257	0.004
chr2	165080215	0.002
chr2	165195129	0.03
chr2	165948037	0.017
chr2	166060128	0.004
chr2	166298692	0.018
chr2	166300933	0.257
chr2	166305687	0.007
chr2	166352719	0.002
chr2	167941111	0.006
chr2	168783957	0.916
chr2	168786359	0.64
chr2	170343461	0.023
chr2	170347954	0.794
chr2	170350738	0.03
chr2	170350881	0.991
chr2	170730370	0.022
chr2	170740634	0.1
chr2	170777646	0.896
chr2	170914212	0.121
chr2	172323352	0.646
chr2	172328224	0.645
chr2	172370058	0.004
chr2	172736128	0.671
chr2	173281684	0.286
chr2	175462667	0
chr2	176188421	0.467
chr2	176531592	0
chr2	176637464	0.957
chr2	176762502	0
chr2	176766069	0.006
chr2	176818698	0.779
chr2	176819239	0.77
chr2	177148223	0.891
chr2	177164350	0.721
chr2	177392575	0.772
chr2	178431049	0
chr2	178433384	0.009
chr2	178438869	0.021
chr2	178531316	0.493
chr2	178538700	0.996
chr2	178575982	0.988
chr2	178628763	0.141
chr2	178645729	0.909
chr2	178764188	0.989
chr2	178779840	0.057
chr2	180692232	0.004
chr2	180916275	0.006
chr2	181105855	0.477
chr2	181123934	0.986
chr2	181339674	0.017
chr2	181354210	0.006
chr2	181362689	0.008
chr2	181363300	0.02
chr2	181398381	0.004
chr2	184187475	0.01
chr2	184382150	0.008
chr2	185502665	0.963
chr2	185738572	0.001
chr2	186083156	0.004
chr2	186178601	0.004
chr2	186326277	0.02
chr2	187526824	0.001
chr2	188287469	0.014
chr2	188384236	0.091
chr2	188839288	0.11
chr2	190648222	0.003
chr2	190708636	0.084
chr2	190760094	0.677
chr2	190841785	0.974
chr2	190843700	0.038
chr2	191245921	0.098
chr2	191819963	0.558
chr2	192028905	0.502
chr2	192037010	0.003
chr2	192037875	0.021
chr2	192043659	0.055
chr2	194419310	0.011
chr2	194419318	0.01
chr2	194441726	0.247
chr2	194573013	0.013
chr2	194575561	0.002
chr2	194759172	0.03
chr2	195478340	0.004
chr2	195480782	0.007
chr2	197302235	0.002
chr2	197774018	0.709
chr2	199659005	0.002
chr2	199677020	0.851
chr2	200477547	0.02
chr2	200735039	0.221
chr2	201144138	0.835
chr2	204109741	0.957
chr2	206263381	0.99
chr2	206867829	0.001
chr2	206926275	0.311
chr2	207222752	0.001
chr2	207254191	0.002
chr2	207529714	0
chr2	210063786	0.259
chr2	210460477	0.168
chr2	210468684	0.001
chr2	212796013	0.024
chr2	212819163	0
chr2	213021467	0.002
chr2	214536764	0.457
chr2	214684117	0.019
chr2	214961812	0.875
chr2	215020726	0.071
chr2	215022894	0
chr2	215042242	0.021
chr2	215082597	0.46
chr2	215545378	0.003
chr2	215689654	0.025
chr2	215713242	0.638
chr2	215827354	0.003
chr2	216412427	0.003
chr2	216606864	0.871
chr2	217305280	0.009
chr2	217317871	0.026
chr2	217599614	0.003
chr2	217623153	0.036
chr2	220450604	0.045
chr2	220740286	0.025
chr2	220824786	0.001
chr2	227281706	0
chr2	227325170	0.001
chr2	228611254	0.036
chr2	228841377	0.088
chr2	230579907	0.011
chr2	230700325	0.003
chr2	230904391	0.012
chr2	230995850	0.008
chr2	234888651	0.176
chr2	234900569	0.013
chr2	234913263	0.004
chr2	237056049	0.004
chr2	238254776	0.003
chr2	238300514	0.006
chr2	238926241	0.06
chr2	241965929	0.107
chr2	241976080	0.03
chr2	242078462	0.003
chr3	23970	0.094
chr3	196609	0.12
chr3	196969	0.009
chr3	3061069	0.113
chr3	3484041	0.017
chr3	3627205	0.895
chr3	6583634	0.122
chr3	6664831	0.11
chr3	6697834	0.001
chr3	6735664	0.962
chr3	6791055	0.002
chr3	6805391	0.002
chr3	8015879	0.04
chr3	8112892	0.002
chr3	8501473	0.073
chr3	9219469	0.007
chr3	9394177	0.032
chr3	10010888	0.047
chr3	10977845	0.072
chr3	11225702	0.014
chr3	14147953	0.716
chr3	14151366	0.038
chr3	14165878	0.332
chr3	15264298	0.045
chr3	16540337	0.383
chr3	17204584	0.086
chr3	19702345	0.026
chr3	20185977	0.002
chr3	20289360	0.027
chr3	20350717	0.001
chr3	20878313	0.983
chr3	21961418	0.051
chr3	25174121	0.618
chr3	25873643	0.061
chr3	26622603	0.001
chr3	27860089	0.017
chr3	27930851	0.003
chr3	27989083	0.012
chr3	28059244	0.339
chr3	29280733	0.895
chr3	30304320	0.015
chr3	34386893	0.013
chr3	34435295	0.074
chr3	34497174	0.001
chr3	34562778	0.2
chr3	34676428	0.06
chr3	37411140	0.037
chr3	37417255	0.968
chr3	37434943	0.005
chr3	37439996	0.396
chr3	37834681	0.109
chr3	37861703	0.082
chr3	39172532	0.131
chr3	39260994	0.002
chr3	39384243	0.001
chr3	41168393	0.047
chr3	42511717	0.005
chr3	42516784	0
chr3	42528551	0.076
chr3	42653996	0.605
chr3	44429068	0
chr3	45866438	0.047
chr3	46406899	0.001
chr3	46423547	0.181
chr3	46562176	0.001
chr3	46661146	0.059
chr3	47175719	0.823
chr3	47242981	0.009
chr3	50155736	0.066
chr3	50601008	0.033
chr3	54637693	0.299
chr3	54901161	0.059
chr3	55505200	0.001
chr3	58643712	0.999
chr3	58970360	0.001
chr3	59017209	0.83
chr3	59754395	0.256
chr3	62318654	0.001
chr3	63124085	0.993
chr3	63549980	0.783
chr3	64086879	0.001
chr3	64106016	0.002
chr3	64198711	0.001
chr3	64583275	0.006
chr3	64586819	0.033
chr3	64743244	0.977
chr3	64799467	0.07
chr3	65010182	1
chr3	65053128	0
